Customer ID,Month,Month of Joining,zip_code,Gender,Age,Married,Dependents,Number of Dependents,Location ID,Service ID,state,county,timezone,area_codes,country,latitude,longitude,roam_ic,roam_og,loc_og_t2t,total_rech_amt,total_rech_data,vol_4g,vol_5g,arpu,offer,Referred a Friend,Number of Referrals,Phone Service,Multiple Lines,Internet Service,Internet Type,Streaming Data Consumption,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Status ID,Satisfaction Score,Churn Category,Churn Reason,Customer Status,Churn Value
cb98186f-bc88-4785-9903-c4cd58bfe008,3,5,29733,Female,53,Yes,Yes,4,zPOum,ssBKs,West Virginia,West Keithburgh,Europe/Berlin,282,Kuwait,50.4696195,11.908651,No,No,23,366,97,38,94,34,Loyalty Offer,No,5,Yes,No,Yes,DSL,217,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card,WVX-ZkS-IDI,4,Service Issues,Home fear society name join director.,Churned,1
2e6c29f1-2e28-4586-a661-5fb6eeccfcde,6,12,73105,Male,69,Yes,No,1,FOAlX,dSvnv,Utah,Lake Nicoleberg,Asia/Shanghai,439,Argentina,32.9497325,-88.294331,Yes,No,98,622,81,49,58,91,Upgrade,No,5,Yes,No,No,Fiber,336,No,Yes,Yes,Yes,Yes,No,No,No,Cash,Nsk-mvR-fsL,4,Price,See goal spring degree.,Stayed,1
07ed4dfa-213a-49a5-9ef1-7a68fc342b1f,8,8,40872,Male,56,Yes,Yes,5,ecjWk,lzoev,South Dakota,Burgessport,Africa/Monrovia,418,Cameroon,-16.6096835,133.084219,Yes,No,4,689,80,15,70,75,Upgrade,No,0,No,Yes,No,Cable,436,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Wallet Balance,BhE-FFD-THt,3,Price,Outside realize difference water interesting.,Stayed,1
b6de44f6-75dc-4af3-9f64-98ebf6b4a27b,5,10,62431,Male,82,Yes,No,3,gzOYe,RCOfa,Arizona,North Thomasside,Asia/Harbin,25,Argentina,-76.2545125,116.252317,Yes,No,19,632,95,65,74,27,Upgrade,Yes,0,No,No,No,Cable,75,No,No,Yes,Yes,No,Yes,Yes,No,Cash,OQS-zPq-IcE,4,Not Applicable,Write economic have process popular.,Stayed,1
e80ee766-841c-4aaa-b609-a98f93cb3069,7,10,48591,Female,56,Yes,No,4,hAODm,SboLV,Vermont,Delgadostad,Africa/Dakar,21,North Macedonia,16.349071,123.652065,No,No,25,612,96,54,8,48,Free Data,No,1,Yes,No,No,Cable,344,Yes,No,Yes,No,Yes,No,Yes,No,Bank Withdrawal,DOC-efa-QCr,4,Service Issues,High about think.,Stayed,1
fb647cb7-f9a2-4a1c-bf9c-fea3d5f7f2aa,6,10,54263,Female,82,No,Yes,2,ghWbY,Zsibd,Oklahoma,Rodrigueztown,America/Guatemala,289,French Southern Territories,70.3442345,-16.461613,Yes,Yes,43,388,1,35,29,86,Upgrade,Yes,9,Yes,No,Yes,DSL,217,No,No,No,Yes,No,No,No,No,Credit Card,dpc-TpK-Hqa,5,Competitor,Control turn listen collection reason safe.,Churned,1
0ba70abc-5be3-4946-a037-1c4da73074c2,5,10,9173,Male,78,Yes,Yes,4,SxSgz,VedRO,Ohio,Harveyshire,Asia/Taipei,845,Colombia,34.5826175,21.895914,No,No,55,671,39,45,54,94,Upgrade,No,10,Yes,No,No,Fiber,328,Yes,Yes,No,Yes,Yes,No,No,No,Cash,XzQ-YQa-jxn,4,Not Applicable,Company rate up adult final language.,Churned,0
eccddb0a-8a2a-4071-af6c-8324ed722ce5,2,3,92311,Female,83,No,No,1,DiXnD,eNITW,Virginia,Brownchester,Europe/Berlin,17,Liberia,71.333795,69.150989,No,No,90,825,69,94,71,33,Free Data,No,7,Yes,Yes,Yes,DSL,442,No,No,Yes,Yes,No,Yes,No,Yes,Bank Withdrawal,OIu-Qdy-jdy,5,Not Applicable,Oil tell radio shake table positive box one.,Churned,1
021122bd-b8d1-492b-ba0b-5864e81d3d34,11,2,9048,Female,42,Yes,No,1,IRErP,pIvno,Vermont,Patrickburgh,America/Lima,509,Jamaica,61.757842,8.489761,No,No,54,232,96,15,69,36,Free Data,No,7,Yes,Yes,No,Satellite,95,No,No,No,No,No,Yes,Yes,No,Cash,tjp-sMN-yuZ,4,Competitor,Significant stop gas style fight.,Stayed,1
b056ce06-1322-474c-8755-9423808c9721,8,8,97833,Male,35,Yes,Yes,5,hIZSi,qHkvU,Illinois,West Emily,America/El_Salvador,918,Maldives,-65.441663,-133.501439,Yes,Yes,34,940,28,94,28,52,Loyalty Offer,No,9,Yes,Yes,Yes,Satellite,47,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Wallet Balance,wNw-aXK-WPN,5,Competitor,Area result message situation establish hard low.,Churned,0
edb34a3c-d1e8-4838-a268-0d55d5756bb5,10,10,49267,Male,54,No,No,4,aRcSw,esoTe,Arkansas,Heatherfurt,America/Paramaribo,287,Italy,-79.0031505,10.731947,No,Yes,21,770,33,65,46,52,Upgrade,No,5,No,No,No,Cable,117,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,AHb-Ces-epa,1,Service Issues,Break kind decision difference.,Churned,0
8f685519-8cc1-49e5-bfc3-4a7ba06e9468,10,5,17268,Female,76,No,Yes,5,dEiDJ,mSicz,Alabama,Turnerchester,America/Guatemala,507,Martinique,24.6898385,-95.57232,No,No,90,630,86,78,71,27,Loyalty Offer,No,7,No,Yes,No,Satellite,262,Yes,No,Yes,Yes,Yes,Yes,No,No,Cash,ozK-Zgh-bnU,5,Competitor,Including point list reality wrong.,Churned,0
57233726-a863-45d4-b438-b4cde3fe45a3,5,12,23583,Female,20,No,Yes,2,RmUIW,GTlvi,New Mexico,Jeremyland,Europe/Tirane,215,Liechtenstein,-24.097569,-92.702571,Yes,Yes,61,275,5,37,18,63,Free Data,No,7,No,No,Yes,Fiber,49,No,Yes,No,Yes,Yes,No,No,Yes,Cash,UHY-WGb-UVw,4,Not Applicable,Administration according difficult education my.,Stayed,0
4355b340-b74d-4f75-aaa9-cd53bb181c80,10,7,55495,Male,73,No,No,3,DbTiO,pyWaz,Missouri,East Natalieport,Africa/Banjul,22,Saint Helena,-34.204323,-85.065601,Yes,No,0,853,35,80,43,56,Free Data,Yes,6,Yes,No,Yes,Fiber,48,No,Yes,No,No,No,Yes,No,No,Bank Withdrawal,yRW-VRZ-Rps,3,Competitor,Lawyer ball policy assume instead attention school.,Stayed,0
4f1db501-1736-41d3-9ae3-1a068b7a0461,12,9,93121,Female,39,Yes,Yes,5,CXBOP,zkcco,Idaho,Marthamouth,Europe/Berlin,503,New Zealand,41.1695295,165.397937,No,No,82,942,98,90,70,68,Free Data,No,5,Yes,No,Yes,DSL,348,Yes,No,No,No,Yes,No,Yes,No,Wallet Balance,LEt-LVJ-ScC,4,Price,Professional girl commercial.,Stayed,0
a90cf139-7879-4f86-9ee8-675bf02e2b81,11,10,49708,Female,32,No,Yes,4,WccKD,swKWB,Connecticut,Christinaberg,Africa/Ndjamena,677,Martinique,-83.454951,23.463223,No,Yes,50,613,78,77,26,6,Upgrade,Yes,8,No,No,No,Satellite,327,No,No,Yes,Yes,Yes,No,Yes,Yes,Wallet Balance,IhL-woL-huZ,1,Service Issues,Read possible event space box.,Stayed,1
e7fd701d-1d15-47ad-bad9-a10deedfe67d,10,6,90829,Male,85,No,No,4,LAQiG,gdKBt,Georgia,Christopherton,Indian/Antananarivo,136,Congo,-27.6052655,-146.288068,No,No,59,9,95,47,59,54,Loyalty Offer,No,1,No,Yes,Yes,DSL,103,No,Yes,Yes,No,Yes,No,No,Yes,Credit Card,Hjy-mug-PHN,4,Not Applicable,Which with see sense.,Churned,0
30eeb457-0927-4bfb-9a00-8b4c18bc5d74,4,2,84491,Male,30,Yes,Yes,5,djcPw,AKDQK,Wyoming,New Andrewview,Asia/Muscat,788,United Arab Emirates,-79.4393005,-43.022131,No,Yes,56,410,47,92,54,48,Free Data,No,3,No,No,No,Satellite,158,No,Yes,Yes,No,Yes,Yes,No,No,Cash,lnz-hhY-IHX,3,Competitor,Former kind under major bring.,Churned,0
6526ace8-488a-4b14-8dd2-f9fdafea182e,8,5,94365,Male,35,No,Yes,5,tmHns,aFRpN,Washington,Moralesmouth,Asia/Vientiane,605,Tanzania,73.2349405,-96.206755,No,No,81,277,25,26,81,16,Loyalty Offer,No,10,No,No,Yes,Cable,328,No,No,Yes,No,Yes,Yes,No,Yes,Wallet Balance,Wyq-lOb-yRb,4,Price,Nor nation sort push information she.,Churned,1
14e7a7f4-1ebd-444a-b3d4-1f591097efe8,11,6,18927,Male,69,Yes,Yes,3,uiCbJ,SoVfb,Wisconsin,South Tammieberg,Asia/Gaza,300,Lesotho,53.2204795,55.649551,Yes,No,16,541,40,66,37,75,Upgrade,No,5,No,No,No,Fiber,342,Yes,No,Yes,No,Yes,No,No,No,Credit Card,iCq-DhV-GBO,1,Price,News the food ever movement today.,Churned,1
d6c62b89-4675-4812-a3b2-d6926e2eeefb,2,6,64890,Female,42,Yes,No,2,ptUUa,rdagh,Texas,Port Michael,Asia/Dubai,258,China,69.447392,171.307396,No,No,55,614,31,44,4,48,Loyalty Offer,No,6,No,Yes,No,Fiber,143,No,Yes,Yes,No,No,No,Yes,Yes,Wallet Balance,tpj-aHq-NOm,3,Price,Base dream great six tonight whole.,Churned,1
277da8c8-d9a0-4261-b99e-cdcb30e5707b,1,10,95964,Female,28,No,No,0,bZMEr,edCZK,Oklahoma,Boyerside,America/Lima,679,New Caledonia,64.489166,-98.165875,No,No,39,486,97,11,73,91,Loyalty Offer,Yes,6,Yes,Yes,No,DSL,352,No,Yes,No,Yes,Yes,No,No,Yes,Cash,fAF-tXt-ALN,4,Not Applicable,Expect second always responsibility.,Churned,0
55296c4d-16f9-471d-85df-9e3737344ebc,6,4,52200,Female,29,Yes,Yes,4,FGwuw,wVNTD,Mississippi,East Erik,Asia/Muscat,142,Belgium,-40.9765595,90.348046,Yes,Yes,1,158,6,58,49,30,Loyalty Offer,Yes,3,Yes,Yes,No,DSL,134,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,GuY-weZ-wGK,4,Price,Think trial remember challenge fish keep.,Churned,1
3d4a04e9-024c-4da4-bdd0-eadd818c215b,11,10,6826,Male,68,Yes,No,4,OnzqA,xflPp,Vermont,East David,Europe/Paris,60,Saudi Arabia,20.4867765,95.332196,Yes,Yes,64,456,47,34,9,19,Free Data,No,4,No,Yes,No,Fiber,325,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Withdrawal,GAF-SuL-VTP,3,Price,Lead remember including discussion fall way.,Churned,1
2276f9fd-6962-41ed-8993-a8a0f1d06b64,10,5,55454,Male,39,No,No,3,aCnQG,Hrxem,Iowa,South James,Africa/Douala,57,Kiribati,79.2613855,-15.700359,No,Yes,26,340,38,59,0,5,Discount,No,10,Yes,Yes,Yes,Cable,484,Yes,Yes,No,No,No,Yes,No,Yes,Cash,yoV-yTJ-nAN,1,Price,Small pass style fine interesting firm.,Churned,0
9e6f261a-cdbf-4351-ac04-269b656d907b,6,11,46484,Male,24,Yes,Yes,0,xbPbv,MvuSy,Hawaii,Samanthaport,America/Havana,212,Tajikistan,49.83977,142.103893,No,No,6,806,49,47,81,53,Discount,Yes,2,Yes,No,Yes,DSL,241,No,Yes,Yes,Yes,Yes,Yes,No,No,Bank Withdrawal,EwL-pkW-qCY,4,Price,Generation choose marriage arrive art ago mother.,Stayed,0
a069f05f-8f62-41cc-983e-34f9541c86a6,3,9,40447,Female,27,No,No,3,hajLI,KCbNa,New Jersey,New Jenniferhaven,America/Dominica,89,Jamaica,-72.905199,-0.947905,No,No,27,122,2,99,51,17,Free Data,Yes,10,Yes,No,Yes,Cable,52,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card,WCZ-TLn-czM,4,Competitor,Begin nature ask.,Stayed,0
b282af21-94e9-47ff-a2ea-606c2bb91220,1,6,93380,Female,37,Yes,No,4,vHsPD,nVKJO,New York,Odonnellview,Australia/Perth,527,Greenland,52.932984,-160.223167,Yes,Yes,99,479,19,77,7,36,Discount,Yes,2,Yes,No,Yes,Cable,301,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card,aUG-Ipk-jTH,5,Price,Tell mention war.,Churned,0
d138d4ad-3b9b-4888-af4b-1a3aaf061e05,5,4,62385,Male,37,Yes,Yes,3,hlEvE,JKSnn,North Dakota,New Andrewmouth,Indian/Antananarivo,575,Honduras,4.072728,-69.662459,Yes,No,83,742,79,23,98,16,Free Data,Yes,4,Yes,Yes,No,Cable,138,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Wallet Balance,sZO-SPT-DeV,2,Service Issues,Various series college market consumer there.,Churned,1
82820ef5-6b64-4479-a4f9-82bc85b7a917,12,8,45326,Male,40,Yes,No,0,QAgXa,VdIVF,Virginia,Kimberlyton,Africa/Accra,418,Suriname,-55.381139,-15.748047,Yes,No,31,158,12,24,7,74,Discount,No,3,No,No,Yes,Cable,483,No,Yes,No,No,Yes,Yes,Yes,Yes,Wallet Balance,JOS-uqe-Isp,5,Service Issues,Participant professor direction professor local rule media.,Stayed,1
9f365da7-07ca-421c-8757-002c93f6ae0e,10,5,83376,Male,48,No,Yes,0,hGHZX,yhleo,Indiana,Mccartyberg,Africa/Addis_Ababa,526,Mozambique,65.974804,-55.353657,No,No,42,718,44,8,15,26,Discount,No,1,No,Yes,Yes,DSL,381,Yes,No,Yes,Yes,No,No,No,No,Bank Withdrawal,Hib-Ixn-lQU,4,Not Applicable,Get debate attorney baby first crime.,Stayed,0
ad4ac30b-7fe8-4967-b711-a73742297eda,2,11,80643,Male,88,Yes,No,4,OFNZv,hoVIe,Alaska,South Cassandra,Africa/Harare,402,Sri Lanka,36.2050935,-161.010888,Yes,Yes,16,217,58,3,12,8,Free Data,Yes,0,No,No,No,Fiber,34,No,Yes,Yes,Yes,No,No,No,No,Cash,GIi-eLM-xyT,1,Service Issues,Outside body poor down.,Churned,0
eed96b01-2f0c-4715-8970-a47c51403cbc,4,10,63088,Female,72,Yes,Yes,3,cVTSB,BoKcl,Missouri,Port Eric,Africa/Algiers,96,Niue,18.208794,13.624403,Yes,Yes,63,318,81,45,45,77,Free Data,Yes,2,Yes,Yes,No,Satellite,162,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card,xVV-NRo-sxL,4,Not Applicable,Rule city home simply build.,Stayed,0
00edefd8-d3e5-49c9-a562-994f0dbe2ed8,12,5,85247,Female,19,Yes,No,2,EXTwB,ACwaP,Delaware,Jeffreytown,Africa/Malabo,453,French Southern Territories,38.430849,157.626747,No,Yes,29,855,37,85,20,12,Discount,Yes,2,Yes,No,No,Fiber,313,No,Yes,Yes,No,Yes,Yes,Yes,No,Wallet Balance,CqP-ZHs-HWg,5,Not Applicable,Personal ten short affect hold week challenge minute.,Churned,1
8a6d18b4-b523-4769-a3d6-a6bab4718f4b,2,5,88064,Female,26,No,No,4,GDKgX,axcdo,Ohio,Barnetttown,Europe/Sofia,114,Russian Federation,-61.915567,38.677694,No,No,90,759,19,98,89,14,Upgrade,No,10,No,Yes,No,Satellite,181,No,Yes,No,Yes,Yes,Yes,Yes,No,Wallet Balance,cjd-ssa-vLE,1,Not Applicable,Gun ahead know structure recent.,Churned,1
236ef218-7691-45b9-83a4-b0300b5d5758,1,11,71635,Female,64,No,No,1,HFvOM,JOCkL,Louisiana,Gailside,Asia/Dushanbe,83,Wallis and Futuna,-55.2347005,-68.089287,No,Yes,72,96,52,27,48,68,Upgrade,No,7,Yes,No,No,DSL,216,Yes,Yes,No,Yes,No,No,Yes,Yes,Credit Card,joN-iaY-iWi,3,Service Issues,Various successful go edge feeling issue.,Stayed,0
10850830-33b8-4475-a574-79d5dabcdd91,8,12,96510,Male,35,No,No,5,nkpLX,ddITv,Colorado,Lake Tammyland,Africa/Dar_es_Salaam,195,Svalbard & Jan Mayen Islands,-29.704247,38.607228,No,No,8,687,8,40,95,50,Upgrade,No,9,Yes,Yes,No,Satellite,2,Yes,No,No,Yes,No,No,No,Yes,Wallet Balance,ThD-ASQ-DBj,5,Not Applicable,So finally chair myself.,Churned,0
82a27648-c973-49ce-8fbe-3c92781cd5d9,2,6,76903,Female,32,Yes,Yes,2,jVsXP,ndmPj,New Hampshire,Jamesborough,Europe/Rome,267,French Guiana,-15.552602,32.49094,Yes,Yes,33,442,55,32,97,82,Upgrade,Yes,8,No,No,Yes,Satellite,136,Yes,No,No,Yes,No,No,Yes,Yes,Cash,qiZ-eUt-KoG,5,Competitor,Career growth truth economic.,Stayed,0
8f62cc31-a4aa-47bb-8bf9-a3a36d54a68f,10,2,76567,Female,48,Yes,Yes,4,SlsHY,KBHQA,South Dakota,Matthewview,America/St_Kitts,89,Czech Republic,62.610464,127.991566,Yes,Yes,18,70,13,31,95,62,Free Data,No,10,Yes,Yes,No,DSL,273,No,No,Yes,No,Yes,No,Yes,No,Cash,WLA-Kis-JgK,4,Not Applicable,That capital four.,Stayed,0
42402479-7ef2-48a4-8160-1fcf8cfa2759,5,9,7237,Female,25,No,Yes,0,pjqJq,DZMvW,Indiana,Carpenterstad,Asia/Ashgabat,377,Hungary,-74.5700855,94.38045,No,Yes,55,722,9,15,17,83,Upgrade,Yes,1,No,Yes,Yes,Cable,159,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cash,otR-Hac-mDI,4,Price,Require hospital share rest science technology.,Churned,0
22446be8-8a41-4d5e-a76a-038f130e3b23,12,12,86162,Female,46,No,Yes,1,NiVSq,zKTkc,Vermont,North Joemouth,Pacific/Funafuti,35,Cuba,20.612203,153.117605,Yes,Yes,90,845,39,16,38,74,Upgrade,Yes,9,No,No,Yes,Fiber,189,Yes,Yes,Yes,No,No,Yes,No,No,Bank Withdrawal,Ajt-Mbf-NBQ,1,Competitor,Who general tough plant.,Churned,1
9429b158-2bf0-4f47-b1b5-27ebe67bb4f9,7,8,47834,Male,73,No,No,1,HlZEz,MJHAs,Tennessee,Port Brandi,Asia/Baku,225,Bangladesh,-74.6174085,-22.210054,Yes,No,80,899,5,97,98,70,Free Data,No,1,Yes,Yes,No,DSL,468,Yes,No,No,Yes,No,No,Yes,No,Bank Withdrawal,ioF-IhZ-BcW,2,Not Applicable,Million bag skill sister.,Churned,1
e1158ee3-ba9c-42ba-84a8-9dd360d18164,3,5,42007,Female,63,Yes,Yes,2,mvCaW,QcpDD,Colorado,Rothview,Africa/Harare,703,Mozambique,25.9272855,149.06476,No,Yes,35,711,29,74,78,49,Upgrade,No,1,Yes,No,Yes,Fiber,53,No,Yes,No,Yes,No,No,No,Yes,Wallet Balance,WXH-fHs-QUK,4,Competitor,Work break yes.,Stayed,0
5181bb26-8db3-4b77-b185-bf0bf159d514,3,11,28309,Male,89,No,Yes,3,ZtHMe,CHXXV,West Virginia,Thomasland,Africa/Gaborone,877,Belarus,68.5512325,126.262396,Yes,Yes,39,434,71,78,66,10,Loyalty Offer,Yes,6,Yes,Yes,No,Satellite,80,Yes,Yes,No,No,Yes,No,Yes,No,Cash,YBn-HlQ-gjs,5,Price,Key sit address second yet about until.,Churned,0
cd589ebf-45a2-4e28-895f-77d95d2d05cd,10,3,29887,Female,47,No,Yes,5,Gevfh,mbsLM,Utah,South Deniseborough,Europe/Podgorica,359,Brunei Darussalam,-81.687957,71.391289,Yes,Yes,44,775,38,93,63,65,Discount,No,5,No,Yes,Yes,DSL,462,No,Yes,No,Yes,Yes,No,Yes,No,Bank Withdrawal,NNr-uru-Wlt,1,Competitor,Remain may whom parent.,Stayed,0
1645de56-85f9-42df-a28a-78a7a14f4153,2,4,64020,Male,52,No,Yes,0,KXOSP,UhwyV,Illinois,North Jefferyburgh,Asia/Kashgar,929,Germany,66.260618,153.843186,No,Yes,27,496,34,18,92,84,Upgrade,No,2,No,Yes,Yes,Fiber,43,No,Yes,Yes,No,No,No,Yes,Yes,Wallet Balance,UTH-AlL-GtE,4,Competitor,Technology face wife interesting per.,Stayed,1
956e9b8e-02c3-4eee-9b6c-c81884646f4b,1,7,39522,Male,18,No,No,1,IZEiB,lmSfW,Florida,Jenniferton,Pacific/Nauru,742,Belize,64.736967,-57.134513,No,Yes,64,185,31,65,85,69,Upgrade,No,8,Yes,Yes,Yes,Fiber,299,No,Yes,No,Yes,Yes,Yes,Yes,No,Cash,ZPu-tsg-Ofv,1,Service Issues,Foreign executive hospital stock interest.,Stayed,1
c877d7b4-572b-4307-b249-d100e7563e89,5,4,25093,Female,52,Yes,Yes,2,JmbTT,trquo,Nevada,West Christineshire,Africa/Cairo,322,Bolivia,-37.146485,-52.759313,No,No,55,209,95,82,82,97,Upgrade,No,9,No,No,Yes,Fiber,189,No,No,Yes,Yes,Yes,No,Yes,Yes,Cash,viG-bKi-cCK,2,Service Issues,Experience evening possible.,Churned,0
d5e9c60b-27aa-4b6f-981d-77efac27c066,3,12,57488,Male,90,Yes,Yes,3,xAtPh,sKBgW,New York,North Jonathonburgh,Africa/Luanda,380,Iceland,-62.209028,102.827984,No,No,6,779,14,51,92,59,Loyalty Offer,Yes,7,No,Yes,Yes,Fiber,154,No,Yes,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,wkn-mtE-Blz,1,Price,Article yes produce see.,Stayed,0
48816d06-b392-402d-99db-52d7b86c6611,7,3,21936,Female,73,No,No,2,GWHTZ,XiZbI,West Virginia,West James,Africa/Porto-Novo,616,Slovakia (Slovak Republic),15.5050825,58.83093,Yes,No,63,137,51,25,61,1,Upgrade,No,2,Yes,Yes,Yes,Satellite,27,No,Yes,Yes,No,No,No,Yes,No,Wallet Balance,pnY-wHu-xyU,1,Competitor,Sit strong area finally again.,Stayed,0
eb1e42cb-5a54-4f7e-bc2b-4e000f066f07,4,6,2718,Male,23,Yes,No,5,SrOpu,Hgtyi,Florida,West Lisamouth,Europe/Prague,539,France,85.4056895,67.118167,Yes,Yes,0,608,45,65,38,28,Discount,Yes,6,Yes,Yes,No,DSL,436,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,Dcu-NSK-rXO,5,Competitor,Environmental former inside choose approach exactly start.,Churned,0
c5524c5d-824d-435e-8375-f3f56678eeac,8,1,49569,Male,41,Yes,No,5,QcVMm,BKQch,Wyoming,East Edward,Asia/Tehran,789,Tonga,26.1466045,-91.421012,No,Yes,94,124,21,9,32,84,Loyalty Offer,Yes,8,No,No,Yes,Cable,31,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card,dzW-QBD-ilG,3,Price,Behind husband total raise better book ask draw.,Stayed,0
34043908-e531-4228-b971-75652d7484a1,2,7,58674,Male,38,No,Yes,1,YGYMR,bnSDh,Minnesota,Rickyburgh,Africa/Khartoum,73,France,-63.6699475,-157.358839,No,Yes,48,613,21,62,46,76,Free Data,Yes,9,Yes,Yes,No,Cable,251,Yes,Yes,No,No,Yes,No,No,Yes,Credit Card,Tif-ZcN-DlX,5,Not Applicable,Simple situation learn ever.,Stayed,0
